Sales Date,Car Make,Car Model,Model Year,Base Price,Discount,Final Price,Accessories Cost,Total Sale Value,Customer Name,Salesperson,Region,Payment Method,Sales Channel,Warranty Years
2024-04-02,Honda,Civic,2019,36463,1697.68,34765.32,2667,37432.32,Alexis Hardin,Kelly Sanchez,South,Finance,Third-Party Dealer,2
2022-11-13,Chevrolet,Malibu,2022,75506,10001.95,65504.05,2305,67809.05,Monique Rose,Michelle Coleman,East,Cash,Online,5
2023-03-21,Honda,Accord,2019,59626,2565.48,57060.52,1327,58387.52,Jennifer Brady,Andrea Turner,East,Cash,Online,1
2024-06-17,Honda,Accord,2020,72596,9836.19,62759.81,2923,65682.81,Taylor Byrd,Michael Lambert,North,Lease,Third-Party Dealer,1
2022-04-04,Mercedes-Benz,C-Class,2015,21939,1639.37,20299.63,3432,23731.63,Eric Thomas,Patrick Alexander,West,Cash,Third-Party Dealer,4
2025-01-07,Nissan,Murano,2019,35106,564.53,34541.47,918,35459.47,Sara Mcdonald,Angela Thornton,West,Finance,Third-Party Dealer,5
2023-07-30,Mercedes-Benz,GLE,2021,71691,7743.6,63947.4,1190,65137.4,Jasmine Smith,Kim Mann,South,Cash,Third-Party Dealer,3
2023-06-03,Nissan,Sentra,2015,53893,4523.71,49369.29,2000,51369.29,Stephen Cox,Gina Suarez,East,Lease,Third-Party Dealer,2
2023-07-01,Hyundai,Sonata,2015,75362,3286.97,72075.03,1261,73336.03,Heather Joseph,Mrs. Mary Armstrong MD,North,Cash,In-Store,5
2023-03-19,Toyota,Highlander,2023,23083,2038.48,21044.52,3689,24733.52,Haley Rodriguez DVM,Lee Martinez,South,Cash,Third-Party Dealer,5
2024-09-19,Honda,Civic,2016,62964,9278.05,53685.95,4124,57809.95,Ethan Daugherty,John Johnson,South,Lease,In-Store,3
2024-06-01,Chevrolet,Silverado,2016,61625,1070.22,60554.78,1706,62260.78,Jessica Ford,Peter Jennings,East,Lease,Third-Party Dealer,2
2020-10-30,Chevrolet,Silverado,2021,75925,6290.72,69634.28,1631,71265.28,Juan Booker,Cameron Wilson,North,Lease,In-Store,2
2021-01-23,BMW,3 Series,2019,79522,6752.98,72769.02,554,73323.02,Vincent Myers MD,Judith Horton,West,Credit Card,In-Store,5
2023-04-22,Toyota,RAV4,2022,47335,7074.53,40260.47,2442,42702.47,Amber Hall,Catherine Morgan,West,Credit Card,Third-Party Dealer,1
2021-08-29,Mercedes-Benz,GLC,2021,32580,4609.03,27970.97,3194,31164.97,Justin Simmons,Alex Mora,West,Credit Card,Online,1
2021-07-28,Nissan,Rogue,2022,73393,4021.72,69371.28,2952,72323.28,Andrea Gray,Wendy Solomon,South,Cash,In-Store,4
2024-07-02,Nissan,Rogue,2024,55037,2780.98,52256.02,4186,56442.02,Susan Ward,Darlene Garcia,East,Finance,In-Store,2
2020-07-06,Mercedes-Benz,C-Class,2017,25039,2865.36,22173.64,4779,26952.64,Scott Davis,Anthony Martin,West,Credit Card,Online,3
2024-06-02,Toyota,Camry,2018,62417,1230.38,61186.62,1729,62915.62,Henry Richardson,Jessica Paul,North,Lease,Online,4
2021-01-09,Nissan,Rogue,2019,40566,5087.61,35478.39,2626,38104.39,Richard Grant,Christina Parker,West,Cash,Third-Party Dealer,2
2021-08-02,Chevrolet,Equinox,2018,22362,1749.3,20612.7,2304,22916.7,Melissa Mendoza,Marc Patterson,West,Finance,Third-Party Dealer,4
2024-05-01,BMW,X5,2018,75371,5688.18,69682.82,1028,70710.82,Joshua Rivera,Elizabeth Wilson,West,Lease,Online,4
2023-10-24,Honda,Civic,2017,54637,6930.07,47706.93,1551,49257.93,Randy Kim,Kevin Johnson,South,Lease,Third-Party Dealer,3
2023-05-23,Hyundai,Elantra,2020,76314,6817.9,69496.1,4215,73711.1,Jack Bartlett,Scott Perez,North,Finance,Online,3
2021-07-31,Chevrolet,Traverse,2015,73720,4032.98,69687.02,680,70367.02,Allison Hicks,Karen Obrien,South,Credit Card,Online,5
2022-09-29,Honda,Civic,2018,40163,2357.04,37805.96,3448,41253.96,Michael Downs,Danielle Vasquez,North,Lease,In-Store,2
2022-09-19,Ford,Escape,2024,74869,8622.27,66246.73,4777,71023.73,Maria Gray,Emily Carr,South,Lease,Online,1
2022-11-11,Hyundai,Santa Fe,2016,42398,500.04,41897.96,3072,44969.96,Raymond Wolfe,Wayne Potter,East,Credit Card,Third-Party Dealer,2
2021-10-23,Toyota,Highlander,2017,70932,3167.83,67764.17,1233,68997.17,Heather Kelly,Ashley Smith,East,Credit Card,Third-Party Dealer,1
2022-12-27,BMW,3 Series,2024,50034,2519.94,47514.06,4892,52406.06,Jason Jones,Justin Torres,West,Lease,Online,3
2022-09-07,Hyundai,Santa Fe,2022,46758,2588.83,44169.17,4567,48736.17,Jenna Calderon,Jenny Rhodes,East,Finance,Online,3
2022-10-02,Mercedes-Benz,E-Class,2016,36128,1780.93,34347.07,3711,38058.07,Renee Thompson,Carol Johnson,North,Credit Card,Third-Party Dealer,2
2022-05-01,Hyundai,Elantra,2022,68454,5195.25,63258.75,3034,66292.75,Jordan Bradley,Jeffrey Cruz,East,Cash,Third-Party Dealer,3
2020-07-11,Nissan,Sentra,2023,70669,1870.21,68798.79,3223,72021.79,Matthew Bender,Christopher Frank,South,Finance,Third-Party Dealer,2
2020-05-16,Hyundai,Sonata,2024,37477,1429.06,36047.94,2039,38086.94,Chad Mcknight,Linda Lynch,East,Lease,In-Store,5
2022-02-14,Hyundai,Elantra,2020,68366,8319.35,60046.65,3508,63554.65,Robert Davis,Mr. Daniel Smith PhD,South,Cash,In-Store,3
2022-05-26,Nissan,Altima,2024,40926,2068.92,38857.08,4850,43707.08,Betty Martin,Hector Alvarez,West,Lease,In-Store,3
2020-09-11,Nissan,Altima,2015,34174,1547.94,32626.06,3569,36195.06,Sarah Miller,Nicole Guzman,South,Cash,Third-Party Dealer,2
2021-01-28,Hyundai,Tucson,2021,20573,3037.34,17535.66,1733,19268.66,Rita Ray,Devin Knox,East,Lease,In-Store,2
2020-05-03,BMW,5 Series,2018,76516,7220.22,69295.78,4689,73984.78,Edwin Taylor,Richard Miller,South,Cash,Online,3
2020-11-20,Toyota,Corolla,2019,36245,5218.2,31026.8,1340,32366.8,Tammy Romero,David Rodriguez,West,Credit Card,In-Store,4
2022-08-13,Mercedes-Benz,C-Class,2019,74363,4594.24,69768.76,4642,74410.76,Steve Day,Brian Walton,South,Lease,In-Store,1
2024-10-31,Chevrolet,Equinox,2018,57891,4438.35,53452.65,2164,55616.65,Mark Thomas,Henry Walters,South,Finance,Online,2
2023-03-02,Hyundai,Elantra,2015,40677,887.48,39789.52,3152,42941.52,Mary Randolph,Charles Ford,West,Lease,Third-Party Dealer,5
2024-07-31,Ford,Escape,2015,32425,2218.68,30206.32,2690,32896.32,Joann Schroeder,Christopher Pratt,North,Cash,In-Store,3
2024-10-14,Mercedes-Benz,GLE,2018,37436,2862.05,34573.95,3187,37760.95,Mark Malone,Susan Coleman,East,Credit Card,Third-Party Dealer,3
2023-12-03,Chevrolet,Traverse,2017,34684,4516.33,30167.67,1183,31350.67,Mrs. Veronica Ward,Andrew Roberts,West,Cash,Third-Party Dealer,1
2023-08-23,Nissan,Altima,2022,54351,6067.4,48283.6,1779,50062.6,Glen Guzman,Alexander Hebert,East,Finance,Third-Party Dealer,5
2025-02-13,Hyundai,Elantra,2019,63340,8422.46,54917.54,4094,59011.54,John Taylor,Michael Mitchell,East,Cash,In-Store,1
2020-04-29,Honda,Pilot,2020,50144,1743.67,48400.33,3298,51698.33,Hunter Bradley,William Douglas,West,Lease,Third-Party Dealer,4
2020-06-30,Hyundai,Santa Fe,2019,63604,1313.69,62290.31,1646,63936.31,Randy Jensen,Ryan Gonzalez,East,Cash,In-Store,5
2024-02-16,Nissan,Rogue,2024,21623,1127.96,20495.04,3286,23781.04,Alexis Holder,Heather Hall,North,Credit Card,Online,3
2024-12-18,Toyota,RAV4,2023,65167,1849.49,63317.51,3240,66557.51000000001,Travis Williams,Robert Hunt,East,Finance,Third-Party Dealer,4
2024-04-07,Mercedes-Benz,GLC,2019,25464,1190.78,24273.22,3993,28266.22,Mark Lewis Jr.,Susan Williams,North,Credit Card,Online,3
2024-06-18,Chevrolet,Silverado,2017,62467,827.58,61639.42,3215,64854.42,Karen Cortez,Larry Garcia,East,Lease,Third-Party Dealer,5
2024-10-10,Hyundai,Santa Fe,2023,40631,4826.0,35805.0,4007,39812.0,David Booker,Lawrence Ortega,East,Credit Card,Online,2
2020-04-08,Nissan,Altima,2017,35357,3126.13,32230.87,1593,33823.869999999995,Samantha Taylor,Jordan Murphy,South,Lease,Online,2
2020-09-18,Chevrolet,Traverse,2024,26836,3731.95,23104.05,4450,27554.05,Erin Andrews,Ryan Green,North,Lease,Third-Party Dealer,3
2024-03-13,Toyota,Highlander,2021,61950,1178.37,60771.63,3002,63773.63,Ian Wagner,Abigail Fowler,North,Lease,Third-Party Dealer,2
2021-04-20,BMW,3 Series,2018,79630,6108.37,73521.63,1932,75453.63,Rebecca Johnson,Michael Smith,North,Cash,Third-Party Dealer,5
2023-07-27,Nissan,Altima,2018,51060,1611.65,49448.35,3255,52703.35,Allison Meyer,Ashley Krueger,South,Finance,Third-Party Dealer,3
2022-08-13,Ford,Escape,2015,64119,8336.31,55782.69,1366,57148.69,Andrew Porter,Jacob Spencer,East,Lease,Third-Party Dealer,2
2022-09-11,Honda,Civic,2022,64775,6687.59,58087.41,3938,62025.41,Mr. Brandon Smith,Alexander Tate,South,Lease,In-Store,2
2021-04-19,Chevrolet,Malibu,2023,44242,2278.33,41963.67,2327,44290.67,Justin Franco,Frederick Page,West,Lease,Third-Party Dealer,1
2023-01-08,Chevrolet,Equinox,2020,24282,3302.8,20979.2,760,21739.2,Kevin Krueger,Aaron Thomas,East,Lease,In-Store,5
2021-05-05,Ford,Fusion,2024,26191,2156.96,24034.04,1485,25519.04,Kelly Davis,David Garcia,North,Lease,Online,5
2022-03-13,Toyota,Camry,2019,36672,3965.64,32706.36,913,33619.36,David Armstrong,Randy Mcmillan MD,East,Cash,Third-Party Dealer,5
2022-02-09,Toyota,RAV4,2022,65082,5475.17,59606.83,4171,63777.83,Heather Fritz,Justin Lawrence,North,Lease,Third-Party Dealer,2
2020-07-07,Chevrolet,Equinox,2020,39743,1233.05,38509.95,954,39463.95,Jeffrey Fuller II,Kristina Bass,North,Finance,Third-Party Dealer,5
2022-06-16,Nissan,Altima,2020,37518,2943.67,34574.33,2580,37154.33,Andrea Rhodes,Christopher Hernandez,South,Credit Card,In-Store,2
2022-06-28,Hyundai,Sonata,2023,31196,1861.4,29334.6,3568,32902.6,Michael Reynolds,Sarah Davis,West,Credit Card,Online,3
2021-06-01,Toyota,RAV4,2024,57681,2140.47,55540.53,4598,60138.53,Rachel Taylor,Ronald Graham,East,Credit Card,Third-Party Dealer,3
2020-05-14,Chevrolet,Silverado,2017,26302,2682.22,23619.78,3409,27028.78,Brianna Schmidt,Andrew Acevedo,South,Credit Card,Online,2
2024-10-23,BMW,3 Series,2024,73319,5273.41,68045.59,574,68619.59,Ashley Bonilla,Audrey Miller,North,Credit Card,Online,5
2023-08-28,Toyota,Highlander,2016,57451,1446.26,56004.74,4973,60977.74,Jonathan Terry,Nicholas Hubbard,South,Credit Card,Third-Party Dealer,5
2020-07-09,Chevrolet,Traverse,2020,77595,7106.02,70488.98,3556,74044.98,Brittany Edwards,Brittany Acosta,South,Cash,Online,5
2025-01-11,Toyota,Corolla,2017,25352,2194.3,23157.7,3715,26872.7,Ebony Gutierrez,Connie Lee,West,Credit Card,Third-Party Dealer,3
2022-03-05,BMW,3 Series,2016,52092,5095.29,46996.71,1465,48461.71,Tina Deleon,Aaron Ward,South,Lease,Online,5
2024-08-12,BMW,X5,2022,39423,4294.44,35128.56,768,35896.56,Debbie Robinson DDS,Dr. Robert Levy,South,Credit Card,In-Store,2
2023-03-05,Honda,CR-V,2015,54205,5630.84,48574.16,1643,50217.16,Charles Young,Daniel Watson,North,Credit Card,Third-Party Dealer,5
2020-06-23,BMW,5 Series,2015,23651,1204.18,22446.82,1169,23615.82,Travis Patterson,Tina Schmidt,East,Finance,In-Store,5
2024-09-19,Mercedes-Benz,C-Class,2024,68481,4378.44,64102.56,1550,65652.56,Glen Olson,Billy Campbell,South,Lease,Online,2
2022-07-24,Ford,Escape,2015,63957,2569.87,61387.13,4584,65971.13,Stephanie Coleman,Tony Johnson,South,Credit Card,Online,5
2022-12-07,BMW,X5,2018,35634,1269.87,34364.13,1513,35877.13,Amber Hernandez,Richard Ruiz,East,Cash,Third-Party Dealer,4
2023-06-08,Toyota,RAV4,2023,76893,10554.72,66338.28,601,66939.28,Tanya Jones,Justin Gardner,South,Credit Card,Third-Party Dealer,3
2022-04-09,Nissan,Sentra,2019,39191,3325.25,35865.75,1850,37715.75,Elizabeth Lyons,Robin Matthews,West,Credit Card,Online,4
2023-03-05,Hyundai,Tucson,2023,15714,598.33,15115.67,1884,16999.67,Lori Morrow,Glenn Bryant,North,Credit Card,Third-Party Dealer,3
2021-03-14,Ford,Escape,2019,23941,2023.27,21917.73,537,22454.73,Jesse Robinson,Thomas Wiley,West,Lease,Online,3
2021-02-13,Ford,F-150,2020,23826,3466.32,20359.68,2306,22665.68,Thomas Williams,Timothy Thomas,East,Credit Card,In-Store,5
2024-04-20,Mercedes-Benz,E-Class,2016,33296,1400.24,31895.76,4159,36054.759999999995,Tabitha Lee,William Bell,East,Credit Card,Online,5
2021-12-08,Mercedes-Benz,GLE,2017,71194,3890.19,67303.81,1722,69025.81,Joseph Flores,Marcus Johnson,North,Cash,Third-Party Dealer,3
2024-10-11,Nissan,Murano,2024,68879,4253.09,64625.91,1362,65987.91,Jessica Miller,Ms. Heather Mcclure,North,Credit Card,Online,5
2020-07-31,Hyundai,Elantra,2022,27376,3035.07,24340.93,1698,26038.93,Rachel Frank,Paul Anderson,North,Lease,Online,1
2024-06-02,Toyota,RAV4,2024,42234,4076.43,38157.57,3341,41498.57,Antonio Robles,Joseph Campbell,North,Cash,In-Store,3
2022-09-29,BMW,3 Series,2023,60012,7212.64,52799.36,2354,55153.36,Amber Tapia,Clarence Scott,South,Credit Card,Third-Party Dealer,4
2024-02-22,Ford,Fusion,2015,21294,2960.02,18333.98,1373,19706.98,Theodore Webb,Charles Brown,East,Finance,In-Store,5
2025-01-31,Ford,Fusion,2018,72798,6966.36,65831.64,1444,67275.64,Ryan Gardner,Jason Cruz,South,Credit Card,In-Store,5
2020-09-05,Chevrolet,Silverado,2020,16335,1778.64,14556.36,3234,17790.36,Cathy Reyes,Thomas Watson,West,Finance,In-Store,3
2021-08-04,Hyundai,Santa Fe,2022,75449,2128.25,73320.75,4012,77332.75,Anna Chang DVM,Brittany Humphrey,East,Finance,Third-Party Dealer,1
2021-06-10,Hyundai,Santa Fe,2015,73961,760.58,73200.42,3036,76236.42,Kayla Snyder,Duane Harper,West,Cash,In-Store,5
2022-11-29,Chevrolet,Traverse,2020,52933,2051.37,50881.63,1421,52302.63,Hunter Lopez,Heather Pollard,West,Lease,Online,1
2023-07-23,Honda,Pilot,2016,76522,7633.79,68888.21,2651,71539.21,Joan Richards,Lee Davis,East,Credit Card,Third-Party Dealer,1
2022-04-02,BMW,X3,2024,45227,1251.5,43975.5,1088,45063.5,Evan Carrillo,Victoria Grant,North,Cash,Online,5
2022-10-17,Ford,Escape,2021,32603,4189.28,28413.72,679,29092.72,Todd Sanders,Jennifer Jordan,North,Lease,Third-Party Dealer,3
2020-12-24,Hyundai,Elantra,2023,79307,9332.48,69974.52,2484,72458.52,Desiree Cruz,Melissa Brady,South,Cash,In-Store,3
2020-08-25,Nissan,Sentra,2023,22177,1396.93,20780.07,561,21341.07,Veronica Hernandez,Jessica Walker,South,Credit Card,In-Store,1
2022-03-15,Mercedes-Benz,GLC,2023,31017,1683.63,29333.37,4875,34208.369999999995,Erica Martinez,James Dunn,North,Lease,Third-Party Dealer,3
2022-12-15,Hyundai,Tucson,2023,72780,3731.38,69048.62,1978,71026.62,Christopher Scott,James Rodriguez,South,Lease,Third-Party Dealer,1
2020-12-28,Honda,Accord,2024,49991,1605.35,48385.65,1126,49511.65,Nicholas Parker,Kimberly Evans,South,Credit Card,Online,5
2024-05-11,Toyota,Highlander,2016,52207,2600.05,49606.95,741,50347.95,Abigail Short,Christine Jones,East,Credit Card,In-Store,2
2022-02-06,Toyota,Corolla,2024,44312,4391.88,39920.12,1543,41463.12,Jessica Larson,Dr. Vincent May III,North,Lease,Online,3
2024-10-19,Ford,F-150,2021,70638,10215.74,60422.26,2623,63045.26,Samuel Mclaughlin,Anthony Horne,West,Credit Card,Third-Party Dealer,4
2024-08-09,Chevrolet,Equinox,2023,25004,1893.54,23110.46,4820,27930.46,Heather Sharp,Crystal Ramos,South,Finance,Online,3
2022-02-06,Honda,Accord,2020,67695,4121.01,63573.99,3441,67014.98999999999,Melissa Nelson,Jessica Bradley,West,Cash,Online,5
2021-03-23,Nissan,Murano,2019,64675,9303.26,55371.74,2440,57811.74,Roberto Webb,Kevin Johnson,South,Finance,In-Store,3
2021-08-14,BMW,X3,2016,50792,5743.2,45048.8,4999,50047.8,Allison Murphy,Karl Alvarado,South,Lease,Online,4
2021-10-28,BMW,X5,2020,43805,3478.19,40326.81,3143,43469.81,Lori Wang,Peter Williams,North,Lease,Third-Party Dealer,2
2022-03-24,Chevrolet,Silverado,2024,58209,4936.76,53272.24,4888,58160.24,Elizabeth King,Peter Turner,West,Cash,In-Store,2
2022-11-22,Mercedes-Benz,E-Class,2017,48981,5193.3,43787.7,1544,45331.7,Ronald Reeves,Amber Proctor,West,Lease,In-Store,1
2022-11-19,Honda,CR-V,2023,37167,5482.47,31684.53,850,32534.53,Carol Montgomery,Fred Hayes,North,Finance,In-Store,3
2020-08-19,BMW,X5,2021,25309,1771.45,23537.55,808,24345.55,Gerald Eaton,Kim Orr,North,Finance,Third-Party Dealer,2
2023-07-13,Ford,Explorer,2015,46351,5979.52,40371.479999999996,3091,43462.479999999996,Steven Walters,Heather Blair,East,Cash,Third-Party Dealer,5
2022-11-17,Toyota,Highlander,2015,55841,6742.32,49098.68,4255,53353.68,Michael Dixon,Raymond Carter,South,Cash,Online,3
2022-07-16,Chevrolet,Traverse,2024,69940,6035.81,63904.19,2765,66669.19,Bryan Anthony,Timothy Boyd,North,Lease,Third-Party Dealer,2
2024-04-30,Chevrolet,Malibu,2016,47616,6325.58,41290.42,2383,43673.42,Elizabeth Walker,David Montoya,East,Lease,Online,1
2021-03-07,Chevrolet,Traverse,2015,59999,5033.5,54965.5,3205,58170.5,Grant Sutton,Derek Guzman,North,Lease,Online,2
2022-09-26,Chevrolet,Equinox,2021,30655,4319.0,26336.0,3936,30272.0,Nicholas Green,James Mcmillan DDS,East,Credit Card,Third-Party Dealer,1
2021-10-16,Mercedes-Benz,GLC,2018,27277,1348.89,25928.11,4785,30713.11,Steven Jacobs,Ashley Mclean,West,Cash,Third-Party Dealer,2
2023-02-12,Mercedes-Benz,GLC,2024,55228,573.91,54654.09,647,55301.09,Jennifer West,Beth Brandt,South,Cash,Online,5
2023-01-11,BMW,5 Series,2022,77944,2869.2,75074.8,1677,76751.8,Donald Castaneda,Tracey Tran,West,Lease,Online,1
2023-12-25,Honda,Accord,2015,46063,3073.1,42989.9,1386,44375.9,Andrew Martinez,Melissa Reed,North,Lease,Third-Party Dealer,4
2022-05-20,BMW,3 Series,2020,26361,3695.35,22665.65,4545,27210.65,Melissa Guzman,Eric Anderson,South,Cash,Third-Party Dealer,3
2022-08-21,Ford,Escape,2022,15240,1704.47,13535.53,4586,18121.53,Misty Perez,Ian Scott,North,Cash,Third-Party Dealer,1
2023-11-29,BMW,X5,2020,64593,1086.25,63506.75,3953,67459.75,Andrew Jackson,Jessica Espinoza,North,Lease,Third-Party Dealer,4
2021-08-15,BMW,3 Series,2018,29069,3616.87,25452.13,4057,29509.13,Rachel Anderson,Mark Davis,North,Cash,In-Store,3
2023-06-17,Chevrolet,Equinox,2018,44705,653.15,44051.85,3982,48033.85,Gabriel Harvey,Cynthia Allen,East,Credit Card,Online,3
2024-08-02,Ford,Escape,2017,45678,4784.05,40893.95,675,41568.95,Luis Brown,April Thomas,South,Credit Card,Third-Party Dealer,4
2022-08-09,Hyundai,Tucson,2015,38430,4837.06,33592.94,4796,38388.94,Cassandra Mccann,Jordan Weber,East,Cash,Third-Party Dealer,5
2022-03-12,Ford,Fusion,2021,78207,8244.4,69962.6,722,70684.6,Christopher Odonnell,Mark Campos,West,Credit Card,Third-Party Dealer,2
2021-07-24,Ford,Fusion,2017,17698,755.01,16942.99,4655,21597.99,Linda Novak,Victor Orozco,East,Cash,In-Store,5
2023-11-25,Chevrolet,Malibu,2023,35197,1399.45,33797.55,1255,35052.55,Brandon Choi,Daniel King,North,Lease,In-Store,3
2020-11-16,Toyota,Camry,2023,61749,1785.39,59963.61,3645,63608.61,Crystal Gonzales,Brittney Schultz,South,Credit Card,Third-Party Dealer,3
2024-09-02,Honda,Civic,2024,53560,6147.94,47412.06,2802,50214.06,Joshua Singleton,Steven White,West,Finance,Third-Party Dealer,2
2021-11-07,Honda,CR-V,2018,19576,2310.09,17265.91,3285,20550.91,Rachel Wilson,Angel Jackson DDS,North,Cash,Third-Party Dealer,1
2022-02-12,Ford,F-150,2015,78583,6331.27,72251.73,3268,75519.73,Jill Sanchez,Joseph Love,South,Lease,In-Store,3
2022-04-27,Ford,Fusion,2016,54387,6248.88,48138.12,4321,52459.12,Brittany Rodriguez,Andrew Gill,West,Lease,Third-Party Dealer,1
2021-07-03,Hyundai,Tucson,2020,29883,2019.24,27863.76,2099,29962.76,Brian Curry,Kristi Mason,East,Cash,In-Store,5
2021-03-07,Hyundai,Santa Fe,2020,75420,5039.35,70380.65,3144,73524.65,Adam Mclean,Bryan Waller,South,Credit Card,Third-Party Dealer,5
2023-08-09,Chevrolet,Malibu,2021,23537,296.51,23240.49,1162,24402.49,Sean Dawson,Andrew Pratt,North,Credit Card,In-Store,2
2020-08-02,Honda,CR-V,2018,43453,3444.25,40008.75,2826,42834.75,Christine Duncan,Kara Sawyer,West,Cash,In-Store,3
2021-04-11,BMW,X5,2024,46971,3733.17,43237.83,2075,45312.83,Jennifer Blair,Judy Perez,West,Lease,Third-Party Dealer,5
2022-12-06,BMW,3 Series,2018,23689,3082.53,20606.47,2653,23259.47,Kara Gonzalez,Nathan Frey,West,Finance,Online,1
2021-10-21,Hyundai,Sonata,2018,78186,5867.01,72318.99,1137,73455.99,David Copeland,Denise Jones,North,Cash,In-Store,3
2023-03-25,Mercedes-Benz,E-Class,2015,51170,5212.31,45957.69,3684,49641.69,Sarah Bailey,Joseph Mckinney,East,Cash,In-Store,3
2021-02-07,Honda,Civic,2015,29340,1865.14,27474.86,3553,31027.86,Jocelyn Wiley,Madison Shaw,North,Credit Card,Third-Party Dealer,2
2020-09-16,Honda,Accord,2017,71539,3594.11,67944.89,1343,69287.89,Kimberly Black,Kendra Mason,West,Finance,In-Store,3
2021-01-20,Chevrolet,Malibu,2023,49199,2167.46,47031.54,3852,50883.54,Steven Kent,Bryan Holt,East,Lease,Third-Party Dealer,3
2021-11-17,Honda,Civic,2015,54216,1393.02,52822.98,969,53791.98,Kathleen Myers,Dana Schaefer,East,Lease,Third-Party Dealer,5
2021-05-31,Mercedes-Benz,C-Class,2018,49425,5747.76,43677.24,1655,45332.24,Kevin Bond,Jonathan Keller DVM,West,Finance,Online,3
2021-11-06,Hyundai,Santa Fe,2022,62721,6394.15,56326.85,3386,59712.85,Aaron Eaton,Yolanda Stanley,West,Credit Card,In-Store,2
2024-05-01,Toyota,Highlander,2016,40288,909.61,39378.39,1682,41060.39,Stacey Bennett,Robert Wood,West,Finance,In-Store,1
2022-01-09,Chevrolet,Equinox,2020,78270,1264.93,77005.07,4019,81024.07,Paige Daniel,Brett Gregory,South,Lease,In-Store,4
2021-05-01,Chevrolet,Traverse,2015,55641,6525.42,49115.58,4350,53465.58,Nicole Fischer,Brandon Smith,West,Credit Card,Third-Party Dealer,4
2024-08-22,Nissan,Sentra,2020,30071,4464.87,25606.13,4114,29720.13,Kimberly Franklin,Jessica Nelson,North,Lease,Third-Party Dealer,5
2022-12-18,Nissan,Rogue,2016,34629,2335.41,32293.59,2672,34965.59,Christopher May,William Hernandez,West,Cash,In-Store,3
2021-10-19,BMW,5 Series,2019,38272,2248.62,36023.38,4574,40597.38,Christian Williams PhD,Deanna Garcia,South,Finance,Third-Party Dealer,4
2023-04-05,Hyundai,Sonata,2016,25461,1253.29,24207.71,4228,28435.71,Sandra Moore,Jose Snyder,East,Finance,Third-Party Dealer,4
2024-02-05,BMW,5 Series,2018,20129,296.54,19832.46,679,20511.46,Matthew Brown,Larry Gibbs,West,Finance,In-Store,2
2023-03-20,Hyundai,Santa Fe,2017,67502,4277.61,63224.39,3046,66270.39,Kathleen Manning,Julia Mccullough,South,Cash,Third-Party Dealer,5
2023-12-29,Toyota,Camry,2020,47008,2210.02,44797.98,4349,49146.98,Kelly Morse,Andrew Morgan,North,Credit Card,Online,2
2022-03-10,Ford,Explorer,2024,49207,628.21,48578.79,886,49464.79,Roger Richardson,Benjamin Scott,West,Lease,In-Store,2
2024-01-29,Chevrolet,Silverado,2021,61286,2123.9,59162.1,2507,61669.1,Diana Norris,Timothy Meyer,East,Cash,Third-Party Dealer,4
2025-01-01,Chevrolet,Silverado,2023,22929,1737.28,21191.72,3141,24332.72,Kristin Anderson,Courtney Jones,South,Finance,Online,1
2022-10-30,Hyundai,Elantra,2018,39668,487.99,39180.01,1040,40220.01,Beth Clark,Amanda Jackson,East,Credit Card,In-Store,3
2021-04-27,Nissan,Sentra,2015,68064,9052.53,59011.47,3197,62208.47,Jared Harper,Kurt Hernandez,East,Lease,Online,3
2025-02-26,Nissan,Sentra,2015,48883,1744.91,47138.09,2228,49366.09,David Maxwell,Lisa Carter,East,Lease,Online,2
2020-07-23,Chevrolet,Malibu,2021,61777,6163.75,55613.25,3588,59201.25,Diane Ramirez,Steven Leonard,South,Lease,In-Store,1
2022-07-29,Mercedes-Benz,C-Class,2023,62290,8734.39,53555.61,2291,55846.61,Katelyn Lee,Robert Baker,North,Cash,Third-Party Dealer,3
2023-02-09,Nissan,Murano,2017,54274,4535.37,49738.63,1629,51367.63,Kelly Escobar,Amanda Caldwell,North,Cash,In-Store,4
2024-04-04,BMW,5 Series,2024,48992,4460.65,44531.35,4216,48747.35,Annette Harper,Jasmine Patel,West,Lease,In-Store,5
2021-12-03,Toyota,RAV4,2015,34266,2284.48,31981.52,4237,36218.520000000004,Ronald Shah,Erin Escobar,South,Finance,In-Store,2
2020-12-09,BMW,X3,2019,28597,3009.6,25587.4,2478,28065.4,Allen Curtis,Justin Williams,East,Lease,Third-Party Dealer,3
2024-12-02,Chevrolet,Silverado,2024,41565,5038.36,36526.64,2301,38827.64,Stacy Medina,Kimberly Garrett,South,Credit Card,Online,1
2020-11-27,Honda,Pilot,2021,79318,9631.31,69686.69,1060,70746.69,Miss Brittney Sampson,Anthony Dominguez,North,Credit Card,Third-Party Dealer,2
2021-11-13,Nissan,Sentra,2019,48946,4625.44,44320.56,978,45298.56,Tyler Powell,Nathan Molina,South,Credit Card,Third-Party Dealer,2
2023-08-17,Ford,Escape,2024,64353,3688.24,60664.76,4699,65363.76,Miss Olivia Smith,Julie Mora,North,Cash,Third-Party Dealer,5
2022-08-09,Mercedes-Benz,GLE,2016,49846,2095.68,47750.32,4195,51945.32,Geoffrey Martin,Lisa Floyd,North,Credit Card,Online,1
2022-08-21,Honda,Accord,2021,66199,4244.45,61954.55,4691,66645.55,Daniel Coleman,Tabitha Bauer,North,Credit Card,Online,5
